index,Instrument,Company Common Name,Company Market Cap,TRBC Economic Sector Name,Book Value Per Share,Enterprise Value To EBITDA (Daily Time Series Ratio),Revenue,Net Income Incl Extra Before Distributions,Free Cash Flow,Dividend yield
11,JYNT.OQ,Joint Corp,129038546.56,Healthcare,1.2011570411,,51896610,-8529840,-1359110.0,
12,APA.OQ,APA Corp (US),9902365487.92,Energy,14.9575070822,2.76575158474982,9737000000,804000000,120000000.0,3.58166189111748
13,MOFG.OQ,Midwestone Financial Group Inc (IOWA),1017475705.77,Financials,32.865605314,11.7056453889225,,-60289000,-67853000.0,1.96714662340296
14,BKH.N,Black Hills Corp,5588912346.3,Utilities,52.3780821918,12.4048117193815,2325600000,291600000,-434100000.0,3.79743416610398
15,SJM.N,J M Smucker Co,11792923963.31,Consumer Non-Cyclicals,57.1672932331,10.3149653849416,8726100000,-1230800000,-1577500000.0,3.98081968696282
16,WSFS.OQ,WSFS Financial Corp,3567788000.0,Financials,48.4945938757,6.86153812097389,,287349000,,1.01796407185629
17,LUNR.OQ,Intuitive Machines Inc,3277778525.88,Industrials,-16.3372075509,,228000000,-283413000,-356070000.0,
18,ACA.N,Arcosa Inc,6251769336.75,Industrials,49.962962963,14.3136641668233,2569900000,93700000,89300000.0,0.156899662665725
19,CMCL.A,Caledonia Mining Corporation PLC,579143520.0,Basic Materials,11.1388411339,5.33770729382995,173755000,17899000,-4539000.0,1.86666666666667
20,BIIB.OQ,Biogen Inc,28840985922.56,Healthcare,124.6197952218,8.83723355231429,9890600000,1292900000,1887400000.0,
21,KNF.N,Knife River Corp,4576764607.05,Basic Materials,26.0760153338,12.7157710725616,2899005000,201678000,163951000.0,
22,NCLH.N,Norwegian Cruise Line Holdings Ltd,9783483438.61,Consumer Cyclicals,3.2747738282,9.20122127155487,9479651000,910257000,672817000.0,
23,COHR.N,Coherent Corp,40726682709.96,Technology,52.5202739815,33.4211477812931,5810115000,49364000,1667000.0,
24,RNST.N,Renasant Corp,3854532711.11,Financials,44.6844658966,10.3467694812797,,181272000,,2.25877731401915
25,D.N,Dominion Energy Inc,56793772053.27,Utilities,32.4749761678,15.1847886850659,13643000000,2124000000,-10002000000.0,4.01443391971132
26,ESNT.N,Essent Group Ltd,5862907520.0,Financials,58.1493449429,7.19959365388658,,689969000,,2.2793878215565
27,GDYN.OQ,Grid Dynamics Holdings Inc,558018222.58,Technology,6.6846834054,9.27148082379281,350571000,4041000,6475000.0,
28,LUNG.OQ,Pulmonx Corp,60633139.98,Healthcare,2.1939824198,,83789000,-56394000,-56348000.0,
29,INSM.OQ,Insmed Inc,31724428513.75,Healthcare,1.7396597234,,363707000,-913772000,-921970000.0,
30,KE.OQ,Kimball Electronics Inc,583318488.06,Technology,22.9958841094,6.80270640010732,1486727000,16984000,23609000.0,
31,VALU.OQ,Value Line Inc,349303275.6,Industrials,10.5847872487,39.8151420332938,35079000,20686000,10417000.0,3.49462365591398
32,MCY.N,Mercury General Corp,5177174965.69,Financials,35.1529445759,2.88087623556449,,467953000,424922000.0,1.35872472451054
33,LXP.N,LXP Industrial Trust,2815611535.76,Real Estate,,16.6348655274092,350228000,113160000,,5.7175828787243
34,MXL.OQ,Maxlinear Inc,1688390959.5,Technology,5.2189102416,,467641000,-136681000,-112484000.0,
35,REZI.N,Resideo Technologies Inc,5364286443.52,Technology,22.6643835616,10.6383882742577,6761000000,116000000,149000000.0,
36,ARR.N,ARMOUR Residential REIT Inc,2047737718.8,Real Estate,26.1017485333,287.574682286228,563402000,-14394000,,15.7377049180328
37,BATRK.OQ,Atlanta Braves Holdings Inc,2777641523.31,Consumer Cyclicals,8.4501386381,40.6659852495642,662748000,-31268000,-54452000.0,
38,DDD.N,3D Systems Corp,303802079.36,Technology,1.3362025163,,440121000,-255593000,-234904000.0,
39,EMBC.OQ,Embecta Corp,602265915.18,Healthcare,-11.1577972526,4.84629026776458,1080400000,95400000,90300000.0,5.89970501474926
40,OBT.OQ,Orange County Bancorp Inc,471979589.4,Financials,22.7327705914,5.15543033969453,,41614000,,2.03908241291419
41,OVLY.OQ,Oak Valley Bancorp,281928107.81,Financials,,2.40370009409061,,23913000,,2.23147872656947
42,LUV.N,Southwest Airlines Co,25111262468.9,Industrials,14.7796296296,12.7106134166588,28063000000,441000000,-1071000000.0,1.40872627665819
43,ELF.N,elf Beauty Inc,4812757478.5,Consumer Non-Cyclicals,13.5358258943,23.2918495650876,1313517000,112089000,137684000.0,
44,BFb.N,Brown-Forman Corp,13918649107.14,Consumer Non-Cyclicals,8.4480223419,13.1021363767258,3975000000,869000000,369000000.0,3.08514190317195
45,U.N,Unity Software Inc,8088208573.48,Technology,7.6914334044,279.931172181621,1849648000,-402765000,37427000.0,
46,CAVA.N,CAVA Group Inc,7365118620.0,Consumer Cyclicals,6.0858677773,52.9263054015307,963713000,130319000,82543000.0,
47,ISRG.OQ,Intuitive Surgical Inc,172536474344.08,Healthcare,49.9411599888,45.8671055897147,10064700000,2856000000,2999200000.0,
48,HII.N,Huntington Ingalls Industries Inc,16434052880.64,Industrials,129.0839694656,19.531971149617,12484000000,605000000,319000000.0,1.31811452313864
49,FLO.N,Flowers Foods Inc,2187806411.0,Consumer Non-Cyclicals,6.1454218861,7.34421791606958,5256479000,,-85167000.0,9.55598455598456
0,EHTH.OQ,eHealth Inc,52300134.5,Financials,31.5642406681,6.01178820075594,532410000,10057000,-8710000.0,
1,BULL.OQ,Webull Corp,3015919160.32,Technology,1.3121648346,38.0623305404668,390229670,-22693650,-24779760.0,
2,GE.N,General Electric Co,330806301360.92,Industrials,17.603204524,37.4108440552588,45855000000,8704000000,7221000000.0,0.596049586252814
3,CELC.OQ,Celcuity Inc,4835809278.09,Healthcare,2.9308194626,,,-111779110,-111899040.0,
4,FATE.OQ,Fate Therapeutics Inc,144190361.25,Healthcare,2.803584425,,13631000,-186262000,-167992000.0,
5,NMAX.N,Newsmax Inc,697297242.6,Consumer Cyclicals,-0.0707303595,,171016460,-72171930,-75001580.0,
6,CCB.OQ,Coastal Financial Corp (EVERETT),1263751826.24,Financials,32.5552357965,25.1164224169862,,46993000,,
7,GBTG.N,Global Business Travel Group Inc,2638571710.32,Technology,2.2714736005,8.81557875383863,2423000000,-141000000,-66000000.0,
8,RSVR.OQ,Reservoir Media Inc,501841675.35,Consumer Cyclicals,5.599602648,14.0956547631974,158705740,7749910,-62533460.0,
9,ABBV.N,AbbVie Inc,409149542308.0,Healthcare,,16.5718486317636,61160000000,4226000000,,2.98920086393088
10,ENTG.OQ,Entegris Inc,19977360000.0,Technology,26.0606460119,26.3299029564432,3196600000,235600000,269000000.0,0.30434451799437
11,CDE.N,Coeur Mining Inc,14396029702.96,Basic Materials,2.8675675055,20.6091270188072,1054006000,58900000,686000.0,
12,ALKT.OQ,Alkami Technology Inc,1708415258.97,Technology,3.6102769578,,333849000,-40835000,-38155000.0,
13,WSC.OQ,WillScot Holdings Corp,3933665796.18,Financials,5.4151188115,8.27291496098655,2395718000,28129000,113809000.0,1.29509713228492
14,OUST.OQ,Ouster Inc,1126297960.63,Technology,3.8835036905,,111101000,-97045000,-90965000.0,
15,DG.N,Dollar General Corp,33863087114.64,Consumer Cyclicals,33.7175193404,12.9255715150086,40612308000,1125253000,268085000.0,1.5340613624545
16,TRST.OQ,TrustCo Bank Corp NY,824285880.0,Financials,36.6141744881,13.9964433030052,,61137000,,3.32458442694663
17,ANET.N,Arista Networks Inc,178302173061.3,Technology,9.8334658188,42.6500300509838,9005700000,3511400000,3487100000.0,
18,TENB.OQ,Tenable Holdings Inc,2671047500.0,Technology,2.7169924411,60.805199471476,999405000,-36118000,-10739000.0,
19,SBC.OQ,SBC Medical Group Holdings Inc,478008554.38,Industrials,2.0205784859,4.91133897007296,205415540,46614280,47080890.0,
20,FORR.OQ,Forrester Research Inc,106606830.0,Consumer Cyclicals,,0.342321301942982,396888000,,,
21,LRN.N,Stride Inc,3614640818.1,Academic & Educational Services,34.3767505002,6.06246416427555,2405317000,287941000,344871000.0,
22,ATR.N,Aptargroup Inc,9179262616.3,Basic Materials,40.5855795558,12.7144655205711,3777181000,392789000,283637000.0,1.34661242811053
23,S.N,SentinelOne Inc,4713982946.78,Technology,5.3023651148,,821461000,-288441000,-272777000.0,
24,CCS.N,Century Communities Inc,2174140542.6,Consumer Cyclicals,86.406994356,8.16346879823133,4117816000,147597000,108916000.0,1.7103153393907
25,BOKF.OQ,BOK Financial Corp,8136484449.54,Financials,87.0396919982,7.24761310615673,,523569000,314289000.0,1.87751452838623
26,COSO.N,CoastalSouth Bancshares Inc,299869712.36,Financials,23.3283236225,26.6303451900734,129263000,24892000,,0.799041150619257
27,UPST.OQ,Upstart Holdings Inc,3008519947.68,Financials,8.3183415779,50.8755478961892,1043857000,53601000,60029000.0,
28,GRPN.OQ,Groupon Inc,508619941.44,Consumer Cyclicals,1.0419865832,20.2402986926855,492557000,-59027000,-41542000.0,
29,CE.N,Celanese Corp,6444363011.9,Basic Materials,47.3581128062,11.2790641652684,10280000000,-1522000000,-1425000000.0,0.203908241291419
30,DOMO.OQ,Domo Inc,171373817.2,Technology,-4.6036726319,,317044000,-81935000,-82080000.0,
31,BCML.OQ,BayCom Corp,333816299.46,Financials,30.8040998858,10.1722244059177,,23931000,,3.91389432485323
32,FR.N,First Industrial Realty Trust Inc,7808329458.12,Real Estate,20.1696540477,19.9305750125296,727076000,247443000,-385101000.0,3.11439239646979
33,ORC.N,Orchid Island Capital Inc,1380594867.96,Real Estate,10.6930796785,67.7325024709803,485242000,159030000,,19.1235059760956
34,BBY.N,Best Buy Co Inc,13787409777.4,Consumer Cyclicals,13.0483271375,5.38143834959725,41528000000,927000000,276000000.0,5.77507598784195
35,AIZ.N,Assurant Inc,10891639802.8,Financials,116.3392717561,7.98516011136826,,872700000,,1.61853963582858
36,GPC.N,Genuine Parts Co,20471501180.0,Consumer Cyclicals,31.1577423711,12.9828029381592,23486569000,904076000,189784000.0,2.79967382440881
37,ICHR.OQ,Ichor Holdings Ltd,1610467703.52,Technology,19.3936118625,57.7661288148045,947652000,-52781000,-55445000.0,
38,NTNX.OQ,Nutanix Inc,11291900826.24,Technology,-2.5965402891,37.7627784564097,2537927000,188366000,185921000.0,
39,ST.N,Sensata Technologies Holding PLC,5372631746.8,Technology,19.2182432298,6.95923394827747,3932764000,128477000,210591000.0,1.30151843817787
40,MLI.N,Mueller Industries Inc,13261688359.26,Industrials,29.3214523864,12.344606639732,4178547000,765191000,655717000.0,0.837100284614097
41,PGY.OQ,Pagaya Technologies Ltd,999321534.2,Technology,,2.95425596702651,1301360000,81389000,,
42,ALDX.OQ,Aldeyra Therapeutics Inc,317659441.44,Healthcare,1.1936642964,,,-55851440,-55601820.0,
43,NPKI.N,NPK International Inc,1220103453.56,Energy,3.8044605507,17.0361044638806,217489000,-150262000,19598000.0,
44,QSR.N,Restaurant Brands International Inc,22905814133.1,Consumer Cyclicals,11.0455927052,13.2399619594323,9434000000,776000000,129000000.0,3.93105533716359
45,ACI.N,Albertsons Companies Inc,9543366656.97,Consumer Non-Cyclicals,5.8367522841,5.01239390694187,80390900000,958600000,504700000.0,3.23101777059774
46,ARKO.OQ,Arko Corp.,705356824.74,Energy,3.2449564746,7.22923090737545,8731962000,20845000,13706000.0,1.8957345971564
47,OPRX.OQ,OptimizeRx Corp,163105705.0,Technology,6.3958007843,15.4645744010088,92127000,-20110000,-16231000.0,
48,NXXT.OQ,NextNRG Inc,106557346.352,Energy,0.6010400402,,27770280,-16189010,-20626190.0,
49,EVC.N,Entravision Communications Corp,264740998.08,Consumer Cyclicals,1.6246731349,15.2643227301954,364948000,-148908000,-79907000.0,6.87285223367698
0,HSY.N,Hershey Co,45135912454.76,Consumer Non-Cyclicals,31.2700211086,26.1477020112384,11692576000,883259000,,2.6093988678228
1,NXST.OQ,Nexstar Media Group Inc,7010809066.56,Consumer Cyclicals,69.8523722571,6.93337331919747,5407000000,722000000,1127000000.0,3.21827147677135
2,FDBC.OQ,Fidelity D&D Bancorp Inc,267952637.3,Financials,41.4222937469,4.43180701513554,,28198000,,3.70450139995693
3,GOLF.N,Acushnet Holdings Corp,5840321915.24,Consumer Cyclicals,12.0804675163,18.5602156688488,2457091000,214298000,128851000.0,0.944154278826838
4,NWS.OQ,News Corp,13225488955.68,Consumer Cyclicals,15.4553461335,9.3086970011336,8452000000,1180000000,515000000.0,0.769230769230769
5,DX.N,Dynex Capital Inc,3402475840.95,Real Estate,19.8354575044,268.705138727252,533521000,319066000,,14.5195729537367
6,ASAN.N,Asana Inc,1792476007.56,Technology,0.991506589,,723876000,-255536000,-250275000.0,
7,ARAI.OQ,Arrive AI Inc,40029662.79,Technology,-0.0337619944,,0,-4537900,-4546950.0,
8,AIOT.OQ,PowerFleet Inc,521832907.53,Technology,3.725418554,9.32849120276374,362515000,-50987000,-127587000.0,
9,FLGT.OQ,Fulgent Genetics Inc,724277344.56,Healthcare,37.4806680999,,283470000,-42708000,-59231000.0,
10,MED.N,Medifast Inc,118376010.21,Consumer Non-Cyclicals,19.223147301,-6.87738428215045,602463000,2091000,6629000.0,
11,ALEX.N,Alexander & Baldwin Inc (Hawaii),1512472957.75,Real Estate,13.8217640415,18.0753314596692,236641000,60537000,-15661000.0,4.93500240731825
12,PACS.N,Pacs Group Inc,5921618594.64,Healthcare,4.8379769263,14.9865202185246,4089734000,55760000,29688000.0,
13,HRL.N,Hormel Foods Corp,13081542961.86,Consumer Non-Cyclicals,14.3614831214,12.4535120989648,12106160000,478198000,-202428000.0,4.92010092514718
14,EP.A,Empire Petroleum Corp,102439295.37,Energy,2.0876591476,,43650290,-16197990,-60312550.0,
15,LKFN.OQ,Lakeland Financial Corp,1548737723.94,Financials,29.6803149901,15.7445167778254,,103361000,,3.38707050968898
16,FRPH.OQ,FRP Holdings Inc,454949423.6,Real Estate,22.4077428239,27.7718442261201,41774000,6385000,-34344000.0,
17,KFS.N,Kingsway Financial Services Inc,354133738.96,Financials,0.6127905266,1305.51573261261,,-9272000,-2010000.0,
18,GVA.N,Granite Construction Inc,5695033536.33,Industrials,27.012027767,15.750354900912,4424379000,193003000,221795000.0,0.397158787138165
19,PMT.N,PennyMac Mortgage Investment Trust,1099889874.56,Real Estate,,181.369451777114,1186070000,127872000,,12.6582278481013
20,PAG.N,Penske Automotive Group Inc,11284862885.2,Consumer Cyclicals,84.3036253776,12.4354792731149,31808500000,935400000,,3.12810037934053
21,QDEL.OQ,QuidelOrtho Corp,1601825713.2,Healthcare,28.3259587021,7.26374682064057,2730200000,-1131800000,-689800000.0,
22,FIHL.N,Fidelis Insurance Holdings Ltd,2024475912.6,Financials,21.2500818012,1.88388430086807,,113300000,,3.05343511450382
23,SUI.N,Sun Communities Inc,16174588597.31,Real Estate,58.9678714859,18.6481336255624,3221100000,101800000,204000000.0,5.74200932793027
24,IOVA.OQ,Iovance Biotherapeutics Inc,1020207682.9,Healthcare,2.4507118536,,164070000,-372177000,-350044000.0,
25,ADMA.OQ,ADMA Biologics Inc,3829384038.85,Healthcare,1.4973899565,21.5874392996667,426454000,197673000,197143000.0,
26,NNN.N,NNN REIT Inc,8421914813.94,Real Estate,23.4969773966,15.7229496465058,926213000,389777000,-722064000.0,5.36761389264772
27,VTR.N,Ventas Inc,40486035693.76,Real Estate,28.3518289012,25.6902548344505,5833980000,251381000,39783000.0,2.29938995776631
28,GOOGL.OQ,Alphabet Inc,3699926240000.0,Technology,34.2741003632,23.1396133316307,402836000000,132170000000,51810000000.0,0.274761219416459
29,XRAY.OQ,DENTSPLY SIRONA Inc,2584197998.55,Healthcare,9.5570866142,7.46957604943365,3793000000,-910000000,-867000000.0,4.94208494208494
30,ZYME.OQ,Zymeworks Inc,1691305668.4,Healthcare,4.4664842284,,76304000,-122695000,-117077000.0,
31,INVH.N,Invitation Homes Inc,16545425697.11,Real Estate,15.9280760345,16.4935661816671,2618942000,453917000,-474594000.0,4.33493886624676
32,SI.N,Shoulder Innovations Inc,269057993.04,Healthcare,0.9778278281,,31623000,-13687000,-15506000.0,
33,SLSN.OQ,Solesence Inc,93814003.85,Consumer Non-Cyclicals,0.2397095386,52.8562458131656,52347000,4235000,605000.0,
34,RUSHB.OQ,Rush Enterprises Inc,5397830485.32,Consumer Cyclicals,27.088327557,9.92217737897546,7804746000,304153000,52516000.0,1.18398504439944
35,PUMP.N,ProPetro Holding Corp,1465111513.54,Energy,7.7394589879,7.39192257717183,1444286000,-137859000,-61241000.0,
36,L.N,Loews Corp,22414431633.72,Financials,89.42381317,7.08171370540919,,1667000000,1751000000.0,0.229821658393087
37,ECVT.N,Ecovyst Inc,1324905590.68,Basic Materials,6.0012282444,12.3814679605255,704493000,-6652000,13757000.0,
38,MAGN.N,Magnera Corp,496138000.0,Consumer Cyclicals,29.9718309859,6.7178198757764,3204000000,-159000000,-20000000.0,
39,FENC.OQ,Fennec Pharmaceuticals Inc,287572436.32,Healthcare,-0.2151388584,,47538000,-436000,,
40,ERII.OQ,Energy Recovery Inc,826364697.6,Industrials,3.6706692535,30.216383452576,144948000,23050000,25798000.0,
41,AIRS.OQ,AirSculpt Technologies Inc,118005306.3,Healthcare,1.3744409454,19.2913743370889,180350000,-8251000,-10610000.0,
42,MTH.N,Meritage Homes Corp,5494415193.8,Consumer Cyclicals,73.3650997614,9.11302211599851,5857637000,453013000,331504000.0,2.13399503722084
43,PATH.N,UiPath Inc,6053366422.88,Technology,3.2963979619,120.056232698388,1429664000,-73694000,-71706000.0,
44,PCT.OQ,Purecycle Technologies Inc,1565923574.6,Industrials,1.0911372198,,,-289136000,-313400000.0,
45,CRAI.OQ,CRA International Inc,1018594307.64,Industrials,31.0911889752,11.1860479966373,687414000,46653000,29407000.0,1.46888287591805
46,BL.OQ,BlackLine Inc,2296780251.48,Technology,5.4098323295,26.5791125689714,700427000,24518000,39121000.0,
47,NWBI.OQ,Northwest Bancshares Inc,1897942452.36,Financials,12.5652149794,8.32148081573978,,100278000,9827000.0,6.15858352578907
48,DKNG.OQ,Draftkings Inc,10772353280.0,Consumer Cyclicals,1.2740366961,284.376604600219,6054525000,3710000,131733000.0,
49,WLFC.OQ,Willis Lease Finance Corp,1340821082.58,Industrials,93.705630355,9.24910605220254,569223000,108612000,-660703000.0,0.813132083142755
0,EXE.OQ,Expand Energy Corp,24781556972.85,Energy,111.8868200957,6.93901473789536,4196000000,-714000000,-930000000.0,2.21047573282076
1,HRI.N,Herc Holdings Inc,5759652887.68,Industrials,49.1549295775,8.28339424966252,3568000000,211000000,-269000000.0,1.6173752310536
2,BKKT.N,Bakkt Inc,274951196.43,,5.7888192817,,3490220000,-46659000,-106191000.0,
3,EXFY.OQ,Expensify Inc,119089812.48,Technology,1.4676351337,,139236000,-10055000,-10847000.0,
4,VRSK.OQ,Verisk Analytics Inc,25255703409.7,Technology,0.7041626353,16.6308805261996,2881700000,958200000,811400000.0,0.993322664312124
5,SO.N,Southern Co,104549904842.85,Utilities,30.299270073,13.3919327962162,25573000000,4401000000,-2383000000.0,3.11743022643497
6,HEIa.N,HEICO Corp,39647980156.34,Industrials,30.9628257868,34.6804870784331,4485044000,690385000,836776000.0,0.094895417342138
7,ONTF.N,ON24 Inc,336304441.44,Technology,3.8173481341,,148081000,-42156000,-39497000.0,
8,SAFE.N,Safehold Inc,1123710407.46,Real Estate,33.5915278824,17.9840279453511,385552000,114469000,72252000.0,4.52107279693487
9,USAR.OQ,USA Rare Earth Inc,4226958674.01,Basic Materials,0.6259851753,,,-15735000,-18217000.0,
10,LENZ.OQ,LENZ Therapeutics Inc,403014800.72,Healthcare,9.5899448523,,,-49769000,-50179000.0,
11,KR.N,Kroger Co,45090502650.0,Consumer Non-Cyclicals,11.5874125874,10.8417053437214,147123000000,2665000000,1018000000.0,1.96491228070175
12,AAPL.OQ,Apple Inc,3760657373340.0,Technology,4.9324681406,24.749412198191,416161000000,112010000000,95085999999.9999,0.406599421377747
13,ALRS.OQ,Alerus Financial Corp,641508519.5,Financials,,9.88055363378038,,17439000,,3.32673267326733
14,ACHR.N,Archer Aviation Inc,4419556446.49,Industrials,1.997693866,,,-536800000,-608500000.0,
15,LE.OQ,Lands' End Inc,558779033.72,Consumer Cyclicals,7.6641783872,8.88258445677966,1362935000,6233000,2263000.0,
16,AVBH.OQ,Avidbank Holdings Inc,328439010.0,Financials,17.7113487889,3.91249344603146,,21015000,22616000.0,
